Name,Gender,Age,City,State,Country,Join_Date,Income,Income_Group,Education,Marital_Status,Number_of_Children,Churn_Flag,customer_id
Stephanie Mcdonald,Female,27,Robinsonshire,Wisconsin,USA,2/14/2024,62270.8,Middle,Bachelor's,Married,2,0,7718
Kelli Lopez,Female,28,Lake Lindaside,Kansas,USA,6/13/2022,58307.99,Lower-Middle,Bachelor's,Divorced,3,0,7719
John Manning,Female,37,Michaelburgh,Ohio,USA,6/21/2021,72848.53,Middle,PhD,Divorced,2,0,7720
Sheri Johnson,Male,59,Lemouth,Georgia,USA,6/26/2022,67896.83,Middle,Master's,Divorced,2,0,7721
Belinda Fox,Female,29,Mirandahaven,Wisconsin,USA,3/29/2024,50587.13,Lower-Middle,Bachelor's,Married,2,0,7722
Luis Chapman,Female,54,Michaelstad,Montana,USA,7/11/2024,86181.53,Middle,Associate Degree,Divorced,0,0,7723
Michele Henderson,Female,36,North Kristimouth,Louisiana,USA,7/7/2021,78065.31,Middle,Bachelor's,Single,0,0,7724
Joyce Pham,Male,63,Hollyborough,Hawaii,USA,9/20/2023,47001.17,Lower-Middle,Bachelor's,Married,0,0,7725
Carolyn Ramos,Male,42,Maysburgh,Oklahoma,USA,9/11/2021,54841.58,Lower-Middle,Bachelor's,Single,0,0,7726
Tanner Smith,Male,31,New Kevin,Illinois,USA,11/21/2023,57623.71,Lower-Middle,Bachelor's,Single,1,0,7727
Derek King,Female,74,Kristinhaven,Rhode Island,USA,10/17/2021,72244.18,Middle,Bachelor's,Married,1,0,7728
Catherine Stout,Male,31,Alexview,Florida,USA,8/18/2021,47863.32,Lower-Middle,Master's,Single,2,0,7729
Joshua Brown,Female,47,New Jessicahaven,Oregon,USA,4/15/2024,49962.18,Lower-Middle,High School,Single,2,0,7730
Robert Benson,Male,47,North Stephanie,Kansas,USA,9/14/2024,73175.47,Middle,Master's,Married,1,0,7731
Audrey Goodwin,Male,40,North Alexis,Delaware,USA,9/20/2022,68380.09,Middle,High School,Single,2,0,7732
Jason Kelly,Female,70,Snyderville,New Mexico,USA,11/10/2023,30772.93,Lower-Middle,Associate Degree,Married,1,0,7733
Tina Melton,Male,60,West Anthonyland,Minnesota,USA,8/11/2021,69863.94,Middle,Master's,Married,1,0,7734
Christine Sanchez,Female,59,New Marytown,Michigan,USA,10/19/2024,37885.93,Lower-Middle,Associate Degree,Single,1,0,7735
Ricardo Calderon,Female,72,West Mariafurt,Louisiana,USA,7/30/2021,50480.64,Lower-Middle,Bachelor's,Married,1,0,7736
Jennifer Hicks,Male,43,New Derrick,Nebraska,USA,6/28/2020,54527.38,Lower-Middle,Bachelor's,Married,1,0,7737
Stacy Hernandez,Female,27,West Michellestad,South Carolina,USA,5/9/2021,52960.76,Lower-Middle,High School,Single,1,0,7738
Carl Good,Female,55,Jacksonstad,Alaska,USA,7/24/2022,50259.69,Lower-Middle,Associate Degree,Married,1,0,7739
Jordan Ferguson,Male,40,Jessebury,Montana,USA,8/24/2022,44433.38,Lower-Middle,Master's,Married,2,1,7740
Gabriel Chandler,Male,32,Christinestad,West Virginia,USA,8/6/2024,67686.24,Middle,High School,Married,0,0,7741
Elizabeth Carpenter,Female,44,Lopezview,Arkansas,USA,4/24/2021,35803.73,Lower-Middle,Bachelor's,Married,1,0,7742
Aaron Ramirez,Male,67,Livingstonchester,South Carolina,USA,3/27/2025,52024.7,Lower-Middle,Bachelor's,Married,0,0,7743
Kelly Wright,Female,31,West Darryl,Utah,USA,7/9/2022,71866.31,Middle,High School,Single,3,1,7744
Joel Smith,Female,60,New Danielton,New Hampshire,USA,11/27/2024,65961.96,Middle,Bachelor's,Widowed,3,0,7745
Steven Franco,Male,41,Lake Steven,New Hampshire,USA,11/12/2022,39231.35,Lower-Middle,Associate Degree,Single,2,0,7746
Hailey Howell,Male,29,Melissatown,Oregon,USA,3/30/2025,31056.56,Lower-Middle,Bachelor's,Divorced,1,0,7747
Jeffrey Collins,Male,60,New Billytown,Oklahoma,USA,1/20/2021,43661.66,Lower-Middle,High School,Single,1,0,7748
Tim Wells,Male,72,South Charles,Texas,USA,2/15/2023,27328.79,Low,Associate Degree,Married,1,0,7749
Thomas Gordon,Female,37,Kimside,Alabama,USA,7/11/2024,61375.17,Middle,Bachelor's,Divorced,2,0,7750
Shelby Salas,Female,37,Williamshire,Idaho,USA,6/25/2020,53107.47,Lower-Middle,Bachelor's,Married,1,0,7751
Richard Stewart,Male,40,South Crystal,Pennsylvania,USA,2/7/2024,54262.19,Lower-Middle,Associate Degree,Single,1,0,7752
Carolyn Ramirez,Male,58,Larsenside,Rhode Island,USA,10/19/2022,67655.9,Middle,Bachelor's,Single,1,0,7753
Richard Williams,Female,19,Sullivanshire,New Jersey,USA,4/20/2022,73104.34,Middle,Bachelor's,Married,2,0,7754
Kenneth Richardson,Female,34,Ericachester,Texas,USA,12/21/2021,63574.12,Middle,Bachelor's,Single,2,0,7755
Ryan Clements,Female,53,Traceyfort,Nebraska,USA,7/25/2021,56656.62,Lower-Middle,Bachelor's,Married,1,0,7756
Joseph Garrett,Female,41,New Sophia,Massachusetts,USA,6/5/2022,49463.97,Lower-Middle,High School,Divorced,0,0,7757
Samantha Young,Male,38,East Codyborough,Vermont,USA,1/20/2023,54737.1,Lower-Middle,Associate Degree,Married,5,0,7758
Dillon Gray,Female,62,Markburgh,Minnesota,USA,11/5/2020,63109.47,Middle,Bachelor's,Married,1,0,7759
Kimberly Serrano,Female,66,West Damon,Utah,USA,1/9/2022,73881.79,Middle,Associate Degree,Single,1,1,7760
Dr. Thomas Ray,Male,69,Kylehaven,Rhode Island,USA,4/28/2024,39157.23,Lower-Middle,Associate Degree,Married,1,0,7761
Nicholas House,Female,36,East Isaacshire,Vermont,USA,3/7/2023,43081.23,Lower-Middle,High School,Single,2,0,7762
Jessica Robinson,Female,65,Lake Juanstad,North Carolina,USA,1/20/2024,59907.76,Lower-Middle,High School,Divorced,1,0,7763
Austin Thomas,Male,54,Port Debbie,Connecticut,USA,6/6/2021,28333.58,Low,Bachelor's,Widowed,1,0,7764
James Lawrence,Male,30,Chavezbury,West Virginia,USA,12/25/2023,64279.91,Middle,Bachelor's,Single,0,0,7765
Cynthia Meyer DDS,Male,48,South Kristiside,Wyoming,USA,2/12/2024,75846.51,Middle,PhD,Married,1,0,7766
Dean Torres,Female,21,South Angelica,California,USA,3/4/2023,95376.12,Upper-Middle,High School,Single,0,0,7767
Rebecca Brown,Female,53,Fordton,Maryland,USA,5/23/2020,61231.05,Middle,High School,Married,0,0,7768
Susan Reyes,Male,54,East Patriciastad,Arkansas,USA,11/3/2022,72889.65,Middle,Bachelor's,Single,0,0,7769
Kara Powell,Male,57,West Calebberg,Texas,USA,2/22/2024,60328.32,Middle,Associate Degree,Married,1,0,7770
Claire Trujillo,Female,31,Hoganburgh,Rhode Island,USA,8/7/2020,84293.75,Middle,Associate Degree,Married,4,0,7771
Valerie Olson,Male,49,West Danielmouth,Alabama,USA,4/21/2022,53651.59,Lower-Middle,High School,Single,1,0,7772
Danielle Oliver,Male,31,North Samuelside,North Carolina,USA,6/20/2020,64940.14,Middle,Bachelor's,Married,1,0,7773
Alisha Roberts,Male,69,Brandyside,New Mexico,USA,4/1/2025,69055.1,Middle,Master's,Married,3,0,7774
Jeremy Ballard,Female,51,Dominicside,Alabama,USA,1/8/2022,65828.42,Middle,PhD,Divorced,1,1,7775
Natalie Webb,Female,27,Hahnhaven,Virginia,USA,11/9/2021,48425.28,Lower-Middle,Bachelor's,Married,0,0,7776
Michele Myers,Female,32,Briannamouth,Washington,USA,1/10/2021,39393.29,Lower-Middle,Bachelor's,Married,4,0,7777
Ian Mcdowell,Female,50,Burtonport,Michigan,USA,2/21/2024,75318.15,Middle,High School,Single,3,1,7778
Jessica Joseph,Female,43,Andrewside,Delaware,USA,11/16/2022,63768.02,Middle,Bachelor's,Single,0,0,7779
Brooke Duran,Female,54,Ashleyton,Nevada,USA,10/23/2021,61129.42,Middle,Associate Degree,Married,1,0,7780
Daniel Andrews,Male,36,Teresaburgh,Hawaii,USA,6/7/2023,73378.68,Middle,Master's,Married,1,0,7781
Christopher Sanchez,Female,50,Francisburgh,New Jersey,USA,7/4/2020,72677.3,Middle,Master's,Single,3,0,7782
Kenneth Tucker,Female,31,North Robin,Arkansas,USA,2/6/2023,65373.52,Middle,High School,Single,3,0,7783
John Maxwell,Male,46,New Garytown,Nevada,USA,6/18/2024,69533.78,Middle,Bachelor's,Single,1,0,7784
Tiffany Freeman,Female,70,South Ginahaven,Iowa,USA,3/27/2022,52122.88,Lower-Middle,Master's,Single,0,1,7785
Robert Martin,Female,49,Browningmouth,Texas,USA,11/19/2024,68007.29,Middle,Bachelor's,Married,2,0,7786
Natasha Trujillo DVM,Male,23,Aguilarhaven,Rhode Island,USA,5/26/2020,36459.18,Lower-Middle,Bachelor's,Single,2,0,7787
Jay Miller,Male,74,Tracytown,Florida,USA,2/2/2025,60296.41,Middle,High School,Single,1,0,7788
Jacob Gordon,Male,30,South Michaelbury,Iowa,USA,4/7/2024,71208.34,Middle,Bachelor's,Single,0,0,7789
Nicole Townsend,Female,53,Scottville,South Dakota,USA,8/7/2024,49217.56,Lower-Middle,Bachelor's,Single,0,0,7790
Morgan Gonzalez,Male,45,Port Kevin,Vermont,USA,4/24/2021,62136.36,Middle,Associate Degree,Single,0,0,7791
Rachel Rivers,Female,37,Charleneberg,Missouri,USA,7/24/2024,64519.17,Middle,Master's,Married,1,0,7792
Heather Baldwin,Female,31,Wilsonland,Colorado,USA,1/22/2025,46639.29,Lower-Middle,Associate Degree,Married,2,0,7793
Michelle Sweeney,Female,31,West Veronicaberg,Washington,USA,7/4/2020,76936.26,Middle,Bachelor's,Widowed,0,0,7794
Jessica Rivera,Female,61,South Matthewburgh,Colorado,USA,7/3/2023,64805.2,Middle,High School,Single,2,0,7795
Charles Riley,Male,62,New Desiree,Arkansas,USA,10/21/2020,34860.96,Lower-Middle,High School,Married,1,0,7796
Sharon Murphy,Male,43,South Karenmouth,Mississippi,USA,11/14/2024,61360.55,Middle,Master's,Single,3,0,7797
Desiree Warren,Female,27,Victoriaton,Arizona,USA,11/14/2023,81806.53,Middle,Bachelor's,Married,0,0,7798
Alicia Logan,Male,63,West Morganfort,Oregon,USA,3/5/2023,59940.43,Lower-Middle,High School,Married,3,0,7799
Ariana Brooks,Female,44,Port Lori,Wisconsin,USA,4/29/2024,50240.14,Lower-Middle,Bachelor's,Single,3,0,7800
Lisa Reid,Female,42,Angelashire,Maine,USA,8/13/2022,51830.45,Lower-Middle,High School,Divorced,2,0,7801
John Woodward,Female,41,New Nancy,New Jersey,USA,8/30/2023,57598.22,Lower-Middle,Bachelor's,Divorced,4,0,7802
Tristan Lowery,Male,39,Lake Morgan,New Mexico,USA,7/18/2020,41814.27,Lower-Middle,Associate Degree,Married,4,0,7803
Karen Cordova,Female,45,Jordanmouth,Massachusetts,USA,6/6/2024,81036.54,Middle,High School,Single,3,0,7804
Gary Gallegos,Female,48,North Timothy,Louisiana,USA,9/6/2023,73860.97,Middle,High School,Single,2,0,7805
John Ray,Male,43,North Anthony,Georgia,USA,10/19/2021,76159.24,Middle,High School,Widowed,2,0,7806
Andrew Wagner,Male,64,Harttown,Nevada,USA,6/12/2024,37446.81,Lower-Middle,High School,Single,0,0,7807
Alexander Reed,Male,38,Brownstad,North Carolina,USA,5/26/2023,61928.17,Middle,PhD,Single,3,1,7808
Susan Schaefer,Male,47,Samanthatown,Massachusetts,USA,2/23/2022,76171.82,Middle,PhD,Single,0,1,7809
Jill Stewart,Female,37,Lake Katherineberg,California,USA,2/1/2024,45796.78,Lower-Middle,Master's,Single,1,0,7810
Benjamin Olson,Male,55,Lake Marc,Louisiana,USA,4/20/2023,58916.39,Lower-Middle,Associate Degree,Married,1,0,7811
Brian Davies,Female,27,New Traci,New York,USA,11/29/2021,43508.35,Lower-Middle,High School,Single,1,0,7812
David Hensley,Male,32,Marcusport,Montana,USA,10/29/2023,72508.87,Middle,Associate Degree,Divorced,1,0,7813
Kristin Casey,Male,57,Port Alicia,Hawaii,USA,5/20/2022,56780.45,Lower-Middle,Bachelor's,Married,1,0,7814
Marcus Weiss,Male,32,South Amanda,Texas,USA,10/30/2024,58612.88,Lower-Middle,High School,Single,0,0,7815
Evelyn Crawford,Male,49,North Dominiquestad,Georgia,USA,9/1/2020,43070.69,Lower-Middle,High School,Married,1,0,7816
Michael Nelson,Male,72,New Karen,South Dakota,USA,7/20/2023,83219.9,Middle,Associate Degree,Married,1,0,7817
Alyssa Schmitt,Male,45,North Davidburgh,Ohio,USA,2/5/2025,60763.87,Middle,High School,Married,0,1,7818
Dr. Tim Molina,Female,32,Dustinville,Hawaii,USA,7/22/2022,71872.59,Middle,Associate Degree,Divorced,2,0,7819
Daniel Delacruz,Male,38,Jonathonside,South Carolina,USA,1/6/2022,65760.73,Middle,Associate Degree,Single,0,0,7820
Derrick Martin,Male,59,Thomaston,West Virginia,USA,12/6/2021,46364.07,Lower-Middle,Bachelor's,Married,1,0,7821
Mason Parsons,Male,39,Haroldfort,Vermont,USA,10/26/2021,35382.17,Lower-Middle,High School,Single,1,0,7822
Olivia Martin,Male,53,Robertfort,Georgia,USA,9/26/2024,57129.1,Lower-Middle,High School,Married,1,0,7823
Michael Reid,Female,56,South Mariabury,Kansas,USA,12/8/2023,76597.23,Middle,Bachelor's,Divorced,4,0,7824
Francisco Cummings,Male,44,Elizabethtown,Colorado,USA,2/15/2022,30456.76,Lower-Middle,Master's,Single,3,0,7825
Gary Gutierrez,Male,56,Nancyside,Louisiana,USA,7/22/2020,89223.28,Middle,High School,Single,2,0,7826
Michael Preston,Male,38,Smithshire,Montana,USA,5/23/2022,72505.61,Middle,High School,Divorced,1,0,7827
Rebecca Johnson,Male,45,New Amanda,Illinois,USA,3/18/2023,62860.51,Middle,High School,Single,3,0,7828
Andrew Washington,Female,52,Port Leonbury,Arizona,USA,2/7/2021,58262.41,Lower-Middle,Bachelor's,Single,1,0,7829
Andrew Li Jr.,Male,31,Troyhaven,South Dakota,USA,1/2/2021,72881.05,Middle,High School,Married,2,0,7830
Alicia Smith,Female,36,West Andreshire,Georgia,USA,5/19/2020,41689.47,Lower-Middle,Associate Degree,Single,4,0,7831
Richard Beasley,Male,50,Davidborough,Iowa,USA,6/4/2023,66636.12,Middle,Associate Degree,Married,0,0,7832
David Little,Female,50,Port Laura,Missouri,USA,11/18/2022,64622.72,Middle,High School,Married,3,0,7833
Jennifer Brown,Female,44,North Cody,Idaho,USA,1/11/2024,86931.29,Middle,PhD,Single,1,0,7834
Anna Stevens,Male,57,Barryside,Washington,USA,11/21/2022,54521.25,Lower-Middle,Bachelor's,Single,2,0,7835
Walter Guerrero,Male,44,North Victoriachester,Pennsylvania,USA,6/7/2022,60669.67,Middle,Bachelor's,Divorced,2,0,7836
Mariah Gallegos,Female,63,Andersonview,Georgia,USA,8/8/2024,59001.33,Lower-Middle,Bachelor's,Single,2,0,7837
Erica Wells MD,Female,54,Martinton,Michigan,USA,1/31/2022,52246.57,Lower-Middle,Associate Degree,Married,3,1,7838
Tamara Hampton,Male,37,Ortiztown,Maine,USA,5/3/2020,82173.64,Middle,Master's,Single,1,0,7839
Mrs. Angela Jackson,Female,41,Stephanieton,South Carolina,USA,3/5/2024,45380.28,Lower-Middle,Associate Degree,Single,1,0,7840
Renee Liu,Female,51,Lynchport,Maine,USA,8/16/2023,37235.43,Lower-Middle,Master's,Single,2,0,7841
Gail Taylor,Female,64,North Elizabeth,Colorado,USA,8/29/2020,63658.82,Middle,Bachelor's,Married,2,0,7842
Judy Martinez,Male,31,Jacksonberg,Texas,USA,2/21/2024,49129.31,Lower-Middle,Associate Degree,Married,0,0,7843
Ashley Mullins,Female,45,North Tarashire,West Virginia,USA,1/26/2021,63812.16,Middle,Bachelor's,Married,1,0,7844
Daniel Ruiz,Female,28,North Kimland,Nevada,USA,9/17/2020,69500.87,Middle,Master's,Single,0,0,7845
Michelle Smith,Female,36,Kelleyborough,Delaware,USA,3/30/2024,62191.85,Middle,Master's,Married,3,0,7846
Sean Harris,Male,52,Mindyfort,Maryland,USA,1/24/2025,60359.66,Middle,Bachelor's,Single,1,0,7847
Jason Townsend,Male,26,Bergerfort,California,USA,5/10/2020,29072.91,Low,Bachelor's,Single,2,0,7848
Alicia Jackson,Female,50,Castrofort,Oklahoma,USA,5/14/2021,68392.95,Middle,PhD,Single,5,0,7849
Douglas Davis,Male,64,Tracyside,Arkansas,USA,4/12/2024,62943.4,Middle,Bachelor's,Married,2,0,7850
Paul Turner,Female,72,Lake Tinahaven,Alabama,USA,5/5/2024,88113.28,Middle,Master's,Single,2,0,7851
Taylor Mclaughlin,Male,33,Penningtonberg,Colorado,USA,11/13/2021,77058.34,Middle,Bachelor's,Widowed,2,0,7852
Daniel Escobar,Male,55,Port Stacy,Idaho,USA,7/6/2024,37770.23,Lower-Middle,Master's,Single,0,0,7853
Nathan Garcia,Female,67,New Kristen,Maryland,USA,5/22/2023,75910.53,Middle,Bachelor's,Divorced,3,0,7854
Justin Logan,Male,26,West Marissa,Minnesota,USA,7/5/2024,40505.75,Lower-Middle,High School,Single,2,0,7855
Thomas Swanson,Male,41,Danielport,Hawaii,USA,7/7/2022,72505.5,Middle,High School,Married,1,0,7856
Gregory Green,Male,66,Washingtonchester,Vermont,USA,2/11/2022,81803.96,Middle,Associate Degree,Single,2,0,7857
Cheryl Johns,Female,33,New Nicholasport,Illinois,USA,7/31/2021,88005.17,Middle,Associate Degree,Single,0,0,7858
Johnny Hall,Male,68,North William,New Jersey,USA,1/27/2021,54059,Lower-Middle,Associate Degree,Single,5,0,7859
Amanda Cannon,Male,45,New Matthewbury,North Carolina,USA,3/11/2025,70590.19,Middle,Bachelor's,Single,4,0,7860
Shawn Riddle,Female,27,Martinland,Alabama,USA,3/20/2024,75142.32,Middle,Master's,Married,2,0,7861
Ryan Hodge,Male,43,Smithport,New Jersey,USA,5/23/2024,67059.3,Middle,High School,Married,0,0,7862
Christine Short,Male,38,South Jasonstad,Arkansas,USA,4/6/2025,34928.38,Lower-Middle,Bachelor's,Divorced,2,0,7863
Ronald Torres,Male,36,North Bryan,Washington,USA,4/24/2024,62316.8,Middle,Bachelor's,Married,2,0,7864
Tonya Evans,Male,46,Lake Seanmouth,Wyoming,USA,5/6/2023,68535.56,Middle,Bachelor's,Married,2,0,7865
Riley James,Male,44,Kimberlyhaven,Kansas,USA,12/2/2022,59976.07,Lower-Middle,High School,Married,1,0,7866
Ashley Adams,Female,44,Port Edwardtown,Utah,USA,9/12/2022,47119.89,Lower-Middle,Bachelor's,Single,3,0,7867
James Martin,Female,26,Port Toniland,Ohio,USA,2/18/2022,56986.68,Lower-Middle,Associate Degree,Single,2,0,7868
Carol Brown,Male,57,North Megan,New York,USA,5/1/2024,73517.89,Middle,High School,Single,0,0,7869
Jennifer Holt,Male,44,Cruzshire,Montana,USA,1/15/2022,65902.91,Middle,Associate Degree,Widowed,2,0,7870
Ana Herrera,Male,59,Kellyborough,Virginia,USA,9/17/2020,66981.92,Middle,Bachelor's,Single,3,0,7871
Michael Miller,Female,59,Glennland,Pennsylvania,USA,7/9/2023,56270.82,Lower-Middle,Bachelor's,Married,1,0,7872
Jennifer Hanson,Female,38,Floresberg,Nevada,USA,10/15/2021,66397.17,Middle,Associate Degree,Widowed,0,0,7873
Richard Rose,Male,18,Port Sherrychester,Missouri,USA,11/29/2022,28403.95,Low,High School,Single,1,0,7874
Sharon Wilson,Male,65,Hayneston,Maine,USA,4/15/2024,59339.5,Lower-Middle,Associate Degree,Single,2,0,7875
Trevor Fernandez,Female,55,East Holly,Tennessee,USA,6/30/2020,54285.86,Lower-Middle,High School,Married,3,0,7876
Albert Jones,Male,27,Williamsfort,North Dakota,USA,5/12/2022,60407.2,Middle,Master's,Married,1,0,7877
Bryan Rojas,Female,52,Staceyview,Nevada,USA,10/2/2024,42407.94,Lower-Middle,Associate Degree,Single,1,0,7878
Alyssa Williamson,Female,20,East Anita,Alaska,USA,7/31/2020,65553.75,Middle,Master's,Widowed,3,0,7879
Christopher Douglas,Male,21,New Carol,West Virginia,USA,1/18/2024,88835.83,Middle,Bachelor's,Single,3,0,7880
Laura Becker,Female,45,Gonzalezport,Utah,USA,10/8/2024,61211.45,Middle,Master's,Married,3,0,7881
Christopher Campbell,Male,27,West Rebecca,Nevada,USA,6/11/2024,60697.83,Middle,Bachelor's,Married,3,1,7882
Lucas Simmons,Male,71,Christopherfort,Rhode Island,USA,11/8/2024,97616.08,Upper-Middle,Bachelor's,Married,0,0,7883
Adam Simon,Male,64,Lake Carolyn,Ohio,USA,3/29/2025,45787.23,Lower-Middle,High School,Married,0,0,7884
Philip Rodriguez,Male,50,Owensmouth,Montana,USA,5/22/2021,67423.57,Middle,Bachelor's,Married,1,0,7885
Bradley Doyle,Male,25,Lemouth,Ohio,USA,11/1/2023,83705.73,Middle,Bachelor's,Divorced,0,0,7886
Sandy Jones,Male,38,Sheliaville,Nevada,USA,1/31/2025,54144.82,Lower-Middle,Bachelor's,Married,1,0,7887
Valerie Murphy,Female,40,New John,Delaware,USA,11/1/2021,72792.98,Middle,High School,Married,1,0,7888
Jacqueline Hansen,Female,44,North Jose,California,USA,4/28/2022,62501.92,Middle,Bachelor's,Single,0,0,7889
Evan Lee,Female,31,Powersport,Iowa,USA,2/20/2021,43880.53,Lower-Middle,Bachelor's,Single,1,0,7890
Lauren Fisher,Female,47,Lake Nicole,Iowa,USA,3/5/2021,57535.37,Lower-Middle,Master's,Single,2,0,7891
Jonathan York,Male,42,Darrellmouth,New Jersey,USA,2/21/2025,59523.18,Lower-Middle,High School,Married,0,0,7892
Michael Rangel,Female,69,Elizabethchester,New Mexico,USA,6/27/2024,50460.82,Lower-Middle,High School,Single,0,0,7893
Jacqueline Hicks,Female,68,North Madisonchester,Illinois,USA,9/22/2021,35900.95,Lower-Middle,High School,Single,3,0,7894
Howard Miller,Female,47,South Melissahaven,Connecticut,USA,7/21/2021,53821.29,Lower-Middle,Associate Degree,Widowed,1,1,7895
Corey Harris III,Male,50,Ianside,Wisconsin,USA,3/1/2024,37573.72,Lower-Middle,Master's,Married,3,0,7896
Matthew Mann,Female,29,Munozborough,Maryland,USA,4/28/2023,68125.43,Middle,Bachelor's,Single,3,0,7897
Daniel Lopez,Male,34,Port Molly,Iowa,USA,9/8/2020,68237.88,Middle,Bachelor's,Married,2,0,7898
Dylan Ballard,Female,64,Bellton,Indiana,USA,8/27/2024,40879.14,Lower-Middle,Bachelor's,Married,4,0,7899
Stephanie Woodard,Male,52,Angelastad,Wisconsin,USA,7/22/2024,61229.95,Middle,Bachelor's,Divorced,0,0,7900
Benjamin Luna,Male,32,Baileystad,Maryland,USA,11/24/2021,39839.48,Lower-Middle,High School,Single,0,0,7901
Cathy Larson,Female,47,Tiffanyhaven,Wisconsin,USA,3/21/2023,54571.79,Lower-Middle,Bachelor's,Single,3,0,7902
Jacqueline Boyd,Male,68,Cindystad,Massachusetts,USA,12/14/2020,49967.7,Lower-Middle,Bachelor's,Single,3,0,7903
Raymond Friedman,Male,39,Tylermouth,Vermont,USA,10/11/2020,67203.19,Middle,PhD,Married,2,0,7904
Nathan Martin,Female,32,West Maureenfort,South Dakota,USA,8/24/2024,35710.39,Lower-Middle,Bachelor's,Single,0,1,7905
Antonio Nelson,Female,69,Rodgersview,Oklahoma,USA,5/7/2020,74746.33,Middle,Bachelor's,Married,0,0,7906
Nancy Espinoza,Female,43,North Amandastad,Louisiana,USA,5/4/2021,78416.46,Middle,Bachelor's,Single,1,0,7907
Laura Rivera,Male,41,Port Megan,Hawaii,USA,1/5/2022,57836.75,Lower-Middle,Associate Degree,Single,0,0,7908
Donald Miller,Male,36,Lake Markhaven,Arizona,USA,5/25/2021,39817.53,Lower-Middle,Bachelor's,Married,6,0,7909
William Harris,Male,64,Port Brittany,Connecticut,USA,11/25/2023,28598.59,Low,High School,Married,1,0,7910
Richard Martinez,Female,60,Matthewport,New Jersey,USA,5/5/2023,76429.01,Middle,PhD,Divorced,1,0,7911
Heather Cantu,Male,41,Wyattport,Nebraska,USA,10/7/2023,89758.62,Middle,High School,Married,0,0,7912
Deborah Ingram,Male,21,East Noah,Hawaii,USA,5/8/2021,60653.32,Middle,High School,Married,1,0,7913
